Number,First Prime
137653,0
137635,27527
137659,0
137641,1
137699,0
137657,10589
137707,0
137661,45887
137713,0
137701,5987
137723,0
137737,0
137717,8101
137743,0
137727,5101
137771,0
137741,761
137777,0
137749,991
137791,0
137773,443
137803,0
137779,4751
137827,0
137797,12527
137831,0
137807,7253
137849,0
137829,45943
137867,0
137833,409
137869,0
137857,4447
137873,0
137909,0
137871,15319
137911,0
137875,1103
137927,0
137933,0
137913,45971
137941,0
137929,12539
137947,0
137937,45979
137957,0
137983,0
137951,12541
137993,0
137961,15329
137999,0
137987,3209
138007,0
138041,0
138001,2339
138053,0
138011,4759
138059,0
138049,1087
138071,0
138055,27611
138077,0
138063,46021
138079,0
138101,0
138107,0
138081,46027
138113,0
138139,0
138109,827
138143,0
138119,2341
138157,0
138141,15349
138163,0
138147,46049
138179,0
138161,6007
138181,0
138167,4457
138191,0
138197,0
138183,46061
138209,0
138239,0
138199,1223
138241,0
138211,3371
138247,0
138251,0
138283,0
138249,15361
138289,0
138253,6011
138311,0
138287,2267
138319,0
138293,3373
138323,0
138313,19759
138337,0
138349,0
138331,3217
138371,0
138341,19763
138373,0
138353,4463
138389,0
138401,0
138377,7283
138403,0
138393,15377
138407,0
138427,0
138433,0
138409,2269
138449,0
138429,1709
138451,0
138439,19777
138461,0
138469,0
138455,27691
138493,0
138463,10651
138497,0
138473,2347
138511,0
138517,0
138499,8147
138547,0
138513,46171
138559,0
138519,15391
138563,0
138549,46183
138569,0
138561,46187
138571,0
138577,0
138581,0
138587,0
138599,0
138583,997
138617,0
138597,46199
138629,0
138607,19801
138637,0
138619,10663
138641,0
138631,883
138647,0
138661,0
138643,7297
138679,0
138653,2273
138683,0
138665,27733
138727,0
138731,0
138685,27737
138739,0
138763,0
138733,19819
138793,0
138743,12613
138797,0
138767,719
138799,0
138821,0
138829,0
138809,12619
138841,0
138823,4787
138863,0
138833,7307
138869,0
138843,15427
138883,0
138865,27773
138889,0
138871,7309
138893,0
138887,19841
138899,0
138917,0
138895,27779
138923,0
138901,19843
138937,0
138921,46307
138959,0
138925,5557
138967,0
138949,3389
138977,0
138961,1759
139021,0
138969,5147
139033,0
138979,2957
139067,0
139027,19861
139079,0
139037,541
139091,0
139069,19867
139109,0
139081,6047
139121,0
139093,379
139123,0
139115,27823
139133,0
139169,0
139127,263
139177,0
139135,27827
139187,0
139171,4799
139199,0
139183,12653
139201,0
139189,769
139241,0
139267,0
139203,15467
139273,0
139243,10711
139291,0
139271,1151
139297,0
139283,4493
139301,0
139303,0
139309,0
139313,0
139307,2843
139333,0
139339,0
139317,46439
139343,0
139361,0
139341,46447
139367,0
139351,421
139369,0
139387,0
139393,0
139371,46457
139397,0
139391,19913
139409,0
139423,0
139399,10723
139429,0
139411,1279
139439,0
139427,2081
139457,0
139431,46477
139459,0
139445,1
139483,0
139487,0
139463,1567
139493,0
139501,0
139489,19927
139511,0
139497,46499
139537,0
139505,27901
139547,0
139513,1153
139571,0
139541,6067
139589,0
139549,2633
139591,0
139577,4813
139597,0
139609,0
139595,27919
139619,0
139599,15511
139627,0
139613,937
139661,0
139625,1117
139663,0
139631,7349
139681,0
139697,0
139667,12697
139703,0
139687,3407
139709,0
139699,2851
139721,0
139705,27941
139729,0
139715,27943
139739,0
139723,8219
139747,0
139733,12703
139753,0
139741,19963
139759,0
139787,0
139757,8221
139801,0
139763,827
139813,0
139789,10753
139831,0
139803,46601
139837,0
139817,6079
139861,0
139833,5179
139871,0
139843,12713
139883,0
139869,15541
139891,0
139873,2293
139901,0
139889,2371
139907,0
139899,46633
139921,0
139903,4513
139939,0
139913,773
139943,0
139927,8231
139967,0
139969,0
139947,46649
139981,0
139987,0
139979,19997
139991,0
139985,27997
139999,0
139989,46663
140009,0
139993,2857
140053,0
140003,733
140057,0
140011,7369
140069,0
140071,0
140059,617
140111,0
140123,0
140073,46691
140143,0
140113,839
140159,0
140129,12739
140167,0
140147,20021
140171,0
140161,20023
140177,0
140169,46723
140191,0
140173,12743
140197,0
140181,46727
140207,0
140221,0
140203,20029
140227,0
140209,941
140237,0
140249,0
140229,15581
140263,0
140241,46747
140269,0
140251,1009
140281,0
140297,0
140271,46757
140317,0
140285,28057
140321,0
140299,457
140333,0
140319,5197
140339,0
140323,6101
140351,0
140363,0
140341,3793
140381,0
140357,20051
140401,0
140373,1733
140407,0
140383,1777
140411,0
140405,28081
140417,0
140409,15601
140419,0
140423,0
140443,0
140421,46807
140449,0
140429,389
140453,0
140447,167
140473,0
140451,46817
140477,0
140457,46819
140521,0
140527,0
140479,2381
140533,0
140549,0
140531,1579
140551,0
140537,449
140557,0
140587,0
140555,28111
140593,0
140559,46853
140603,0
140591,12781
140611,0
140597,2383
140617,0
140627,0
140615,28123
140629,0
140623,20089
140639,0
140659,0
140631,46877
140663,0
140641,8273
140677,0
140661,15629
140681,0
140667,46889
140683,0
140689,0
140717,0
140687,523
140729,0
140697,193
140731,0
140719,1291
140741,0
140759,0
140761,0
140743,487
140773,0
140779,0
140769,15641
140797,0
140813,0
140783,6121
140827,0
140799,46933
140831,0
140815,28163
140837,0
140839,0
140863,0
140867,0
140841,15649
140869,0
140891,0
140893,0
140871,46957
140897,0
140909,0
140929,0
140899,12809
140939,0
140915,28183
140977,0
140983,0
140941,1453
140989,0
140979,46993
141023,0
141041,0
140991,46997
141061,0
141025,5641
141067,0
141043,20149
141073,0
141079,0
141071,2879
141101,0
141077,1987
141107,0
141089,10853
141121,0
141103,947
141131,0
141109,1933
141157,0
141123,47041
141161,0
141133,1319
141179,0
141181,0
141167,10859
141199,0
141209,0
141187,2393
141221,0
141203,419
141223,0
141211,20173
141233,0
141241,0
141227,7433
141257,0
141237,5231
141263,0
141247,1031
141269,0
141259,4871
141277,0
141283,0
141271,10867
141301,0
141279,47093
141307,0
141287,8311
141311,0
141319,0
141353,0
141313,563
141359,0
141325,5653
141371,0
141357,47119
141397,0
141367,379
141403,0
141373,1297
141413,0
141399,5237
141439,0
141407,20201
141443,0
141415,28283
141461,0
141441,47147
141481,0
141445,28289
141497,0
141463,2887
141499,0
141483,47161
141509,0
141511,0
141503,1993
141529,0
141539,0
141517,3011
141551,0
141533,20219
141587,0
141541,2399
141601,0
141553,401
141613,0
141593,8329
141619,0
141623,0
141617,20231
141629,0
141621,47207
141637,0
141649,0
141631,20233
141653,0
141641,1019
141667,0
141651,15739
141671,0
141659,59
141677,0
141679,0
141689,0
141697,0
141683,7457
141707,0
141691,1171
141709,0
141719,0
141731,0
141711,47237
141761,0
141721,7459
141767,0
141733,523
141769,0
141773,0
141793,0
141803,0
141779,12889
141811,0
141829,0
141807,47269
141833,0
141817,10909
141851,0
141853,0
141837,47279
141863,0
141871,0
141857,3299
141907,0
141917,0
141875,227
141931,0
141909,47303
141937,0
141919,1021
141941,0
141935,28387
141959,0
141961,0
141943,3301
141971,0
141991,0
141965,28393
142007,0
141977,12907
142019,0
141993,1753
142031,0
142009,20287
142039,0
142021,12911
142049,0
142033,821
142057,0
142045,28409
142061,0
142053,47351
142067,0
142059,47353
142097,0
142063,7477
142099,0
142073,4583
142111,0
142123,0
142109,12919
142151,0
142119,15791
142157,0
142127,457
142159,0
142153,12923
142169,0
142183,0
142161,47387
142189,0
142171,8363
142193,0
142187,4903
142211,0
142217,0
142195,28439
142223,0
142213,2003
142231,0
142221,47407
142237,0
142225,5689
142271,0
142235,28447
142297,0
142243,1381
142319,0
142273,8369
142327,0
142301,269
142357,0
142321,4591
142369,0
142331,20333
142381,0
142361,4909
142391,0
142371,5273
142403,0
142385,28477
142421,0
142397,1087
142427,0
142407,15823
142433,0
142423,1951
142453,0
142429,20347
142469,0
142441,10957
142501,0
142459,3313
142529,0
142471,20353
142537,0
142503,47501
142543,0
142531,6197
142547,0
142539,47513
142553,0
142559,0
142549,12959
142567,0
142573,0
142561,3853
142589,0
142591,0
142577,6199
142601,0
142607,0
142599,47533
142609,0
142603,2417
142619,0
142657,0
142613,8389
142673,0
142621,1123
142697,0
142661,431
142699,0
142679,2339
142711,0
142733,0
142703,12973
142757,0
142717,3319
142759,0
142735,28547
142771,0
142787,0
142763,389
142789,0
142773,47591
142799,0
142811,0
142793,20399
142837,0
142801,2341
142841,0
142813,12983
142867,0
142871,0
142843,1721
142873,0
142869,47623
142897,0
142903,0
142877,20411
142907,0
142901,1181
142939,0
142949,0
142909,10993
142963,0
142943,641
142969,0
142951,877
142973,0
142979,0
142971,47657
142981,0
142977,47659
142993,0
143053,0
142983,15887
143063,0
142997,947
143093,0
143057,4933
143107,0
143069,1811
143111,0
143095,28619
143113,0
143109,15901
143137,0
143141,0
143119,857
143159,0
143139,47713
143177,0
143147,3329
143197,0
143161,599
143239,0
143179,2137
143243,0
143201,1609
143249,0
143257,0
143245,28649
143261,0
143251,4621
143263,0
143281,0
143287,0
143267,6229
143291,0
143285,28657
143329,0
143333,0
143293,8429
143357,0
143331,47777
143387,0
143337,47779
143401,0
143359,271
143413,0
143389,643
143419,0
143407,13037
143443,0
143417,829
143461,0
143421,47807
143467,0
143447,2141
143477,0
143483,0
143471,2707
143489,0
143501,0
143485,28697
143503,0
143509,0
143513,0
143519,0
143511,47837
143527,0
143515,28703
143537,0
143525,5741
143551,0
143529,47843
143567,0
143539,13049
143569,0
143555,28711
143573,0
143593,0
143571,47857
143609,0
143575,5743
143617,0
143597,3881
143629,0
143611,11047
143651,0
143621,7559
143653,0
143631,15959
143669,0
143677,0
143657,1481
143687,0
143699,0
143681,6247
143711,0
143693,13063
143719,0
143707,1097
143729,0
143713,1049
143743,0
143721,5323
143779,0
143731,20533
143791,0
143747,4637
143797,0
143783,2437
143807,0
143795,28759
143813,0
143799,47933
143821,0
143809,4639
143827,0
143817,47939
143831,0
143833,0
143873,0
143879,0
143837,8461
143881,0
143875,1151
143909,0
143947,0
143883,1
143953,0
143911,6257
143971,0
143951,3511
143977,0
143959,401
143981,0
143999,0
144013,0
143987,1051
144031,0
144009,16001
144037,0
144017,1823
144061,0
144035,28807
144071,0
144043,4967
144073,0
144063,16007
144103,0
144139,0
144077,7583
144161,0
144107,2719
144163,0
144147,48049
144167,0
144169,0
144173,0
144203,0
144223,0
144181,4651
144241,0
144209,11093
144247,0
144227,619
144253,0
144259,0
144251,2153
144271,0
144257,797
144289,0
144269,1621
144299,0
144273,48091
144307,0
144293,461
144311,0
144301,1277
144323,0
144341,0
144317,521
144349,0
144327,48109
144379,0
144383,0
144353,1193
144407,0
144409,0
144389,20627
144413,0
144427,0
144439,0
144421,1039
144451,0
144433,1489
144461,0
144479,0
144457,7603
144481,0
144467,1979
144497,0
144511,0
144487,20641
144539,0
144499,631
144541,0
144513,16057
144563,0
144569,0
144545,28909
144577,0
144567,16063
144583,0
144575,5783
144589,0
144579,48193
144593,0
144587,757
144611,0
144591,48197
144629,0
144601,6287
144659,0
144617,13147
144667,0
144631,2371
144671,0
144661,13151
144701,0
144709,0
144673,727
144719,0
144703,11131
144731,0
144713,3079
144737,0
144721,8513
144751,0
144733,1433
144757,0
144741,48247
144763,0
144773,0
144761,401
144779,0
144767,20681
144791,0
144775,5791
144817,0
144783,16087
144829,0
144793,13163
144839,0
144819,16091
144847,0
144833,857
144883,0
144841,601
144887,0
144851,20693
144889,0
144899,0
144917,0
144893,2957
144931,0
144901,3083
144941,0
144919,463
144961,0
144933,48311
144967,0
144943,751
144973,0
144983,0
144971,4999
145007,0
144979,1283
145009,0
144997,2377
145021,0
145031,0
145011,48337
145037,0
145023,48341
145043,0
145033,20719
145063,0
145039,3373
145069,0
145045,29009
145091,0
145067,11159
145109,0
145071,199
145121,0
145093,11161
145133,0
145111,151
145139,0
145127,1409
145177,0
145135,29027
145193,0
145141,7639
145207,0
145181,3541
145213,0
145201,20743
145219,0
145253,0
145217,7643
145259,0
145221,48407
145267,0
145283,0
145261,5009
145289,0
145269,16141
145303,0
145287,5381
145307,0
145291,6317
145349,0
145361,0
145309,439
145381,0
145351,761
145391,0
145363,2383
145399,0
145385,29077
145417,0
145393,419
145423,0
145403,1499
145433,0
145419,48473
145441,0
145427,3547
145451,0
145437,48479
145459,0
145443,48481
145463,0
145471,0
145461,48487
145477,0
145487,0
145473,48491
145501,0
145481,2969
145511,0
145489,1993
145513,0
145505,29101
145517,0
145531,0
145543,0
145519,13229
145547,0
145549,0
145577,0
145589,0
145553,2467
145601,0
145579,2971
145603,0
145599,48533
145633,0
145637,0
145609,5021
145643,0
145661,0
145679,0
145645,29129
145681,0
145663,20809
145687,0
145703,0
145683,16187
145709,0
145689,48563
145721,0
145723,0
145711,7669
145753,0
145757,0
145727,3389
145759,0
145771,0
145777,0
145763,2053
145799,0
145773,5399
145807,0
145779,48593
145819,0
145801,691
145823,0
145811,1049
145829,0
145861,0
145879,0
145833,48611
145897,0
145865,29173
145903,0
145881,1801
145931,0
145933,0
145907,2473
145949,0
145963,0
145937,13267
145967,0
145953,16217
145969,0
145987,0
145991,0
145973,2393
146009,0
145989,5407
146011,0
145993,2179
146021,0
146023,0
146017,967
146033,0
146051,0
146031,48677
146057,0
146035,29207
146059,0
146053,7687
146063,0
146077,0
146061,16229
146093,0
146071,79
146099,0
146079,16231
146117,0
146141,0
146101,757
146161,0
146119,6353
146173,0
146143,2477
146191,0
146171,467
146197,0
146177,1151
146203,0
146193,48731
146213,0
146199,48733
146221,0
146207,499
146239,0
146215,29243
146249,0
146225,5849
146273,0
146241,16249
146291,0
146253,48751
146297,0
146275,5851
146299,0
146293,20899
146309,0
146317,0
146301,48767
146323,0
146313,5419
146347,0
146321,20903
146359,0
146327,1117
146369,0
146351,4721
146381,0
146361,48787
146383,0
146371,743
146389,0
146407,0
146417,0
146393,11261
146423,0
146411,3571
146437,0
146449,0
146425,5857
146477,0
146441,6367
146513,0
146451,48817
146519,0
146479,5051
146521,0
146515,29303
146527,0
146539,0
146525,5861
146543,0
146529,67
146563,0
146541,48847
146581,0
146549,11273
146603,0
146567,1511
146609,0
146591,8623
146617,0
146607,48869
146639,0
146611,541
146647,0
146621,971
146669,0
146641,13331
146677,0
146649,48883
146681,0
146675,5867
146683,0
146701,0
146719,0
146687,3121
146743,0
146707,13337
146749,0
146721,48907
146767,0
146747,571
146777,0
146753,1453
146801,0
146771,463
146807,0
146779,3967
146819,0
146803,2011
146833,0
146813,7727
146837,0
146821,3581
146843,0
146849,0
146841,48947
146857,0
146891,0
146893,0
146859,48953
146917,0
146921,0
146897,8641
146933,0
146919,48973
146941,0
146929,421
146953,0
146935,29387
146977,0
146945,29389
146983,0
146957,659
146987,0
146981,1427
146989,0
147011,0
147029,0
146995,29399
147031,0
147013,1301
147047,0
147073,0
147037,13367
147083,0
147049,3001
147089,0
147077,21011
147097,0
147107,0
147091,21013
147137,0
147099,49033
147139,0
147109,937
147151,0
147163,0
147141,16349
147179,0
147161,21023
147197,0
147167,401
147209,0
147181,2777
147211,0
147199,67
147221,0
147227,0
147215,29443
147229,0
147253,0
147263,0
147233,5077
147283,0
147257,1217
147289,0
147265,29453
147293,0
147299,0
147311,0
147319,0
147307,7753
147331,0
147313,3593
147341,0
147321,16369
147347,0
147337,587
147353,0
147377,0
147349,5081
147391,0
147359,1459
147397,0
147379,503
147401,0
147409,0
147419,0
147403,661
147449,0
147413,21059
147451,0
147421,7759
147457,0
147481,0
147487,0
147461,883
147503,0
147517,0
147491,1777
147541,0
147505,29501
147547,0
147521,13411
147551,0
147557,0
147571,0
147583,0
147563,11351
147607,0
147575,5903
147613,0
147587,13417
147617,0
147629,0
147647,0
147619,3433
147661,0
147631,13421
147671,0
147649,409
147673,0
147663,1823
147689,0
147703,0
147677,2503
147709,0
147691,1307
147727,0
147707,21101
147739,0
147713,8689
147743,0
147731,1523
147761,0
147769,0
147749,21107
147773,0
147767,1381
147779,0
147787,0
147793,0
147781,8693
147799,0
147789,16421
147811,0
147797,11369
147827,0
147803,2423
147853,0
147817,2789
147859,0
147831,49277
147863,0
147857,743
147881,0
147919,0
147865,29573
147937,0
147883,8699
147949,0
147921,49307
147977,0
147941,619
147997,0
147961,13451
148013,0
147979,11383
148021,0
147999,49333
148061,0
148017,49339
148063,0
148023,16447
148073,0
148079,0
148067,7793
148091,0
148075,5923
148123,0
148081,397
148139,0
148093,13463
148147,0
148127,3023
148151,0
148141,21163
148153,0
148157,0
148171,0
148193,0
148159,13469
148199,0
148173,49391
148201,0
148207,0
148229,0
148205,29641
148243,0
148213,877
148249,0
148231,653
148279,0
148247,13477
148301,0
148251,49417
148303,0
148283,1877
148331,0
148339,0
148307,3449
148361,0
148337,21191
148367,0
148343,11411
148381,0
148363,1667
148387,0
148373,6451
148399,0
148383,16487
148403,0
148389,49463
148411,0
148429,0
148439,0
148415,29683
148457,0
148431,49477
148469,0
148441,1879
148471,0
148459,4789
148483,0
148501,0
148475,5939
148513,0
148487,1789
148517,0
148507,1531
148531,0
148537,0
148519,433
148549,0
148573,0
148541,1669
148579,0
148553,997
148609,0
148627,0
148581,5503
148633,0
148611,49537
148639,0
148663,0
148637,7823
148667,0
148641,49547
148669,0
148691,0
148693,0
148671,16519
148711,0
148721,0
148697,617
148723,0
148717,1171
148727,0
148747,0
148763,0
148729,21247
148781,0
148751,7829
148783,0
148765,29753
148793,0
148817,0
148787,6469
148829,0
148795,29759
148853,0
148823,3461
148859,0
148831,4801
148861,0
148867,0
148873,0
148891,0
148871,3631
148913,0
148879,6473
148921,0
148899,49633
148927,0
148917,49639
148931,0
148923,16547
148933,0
148949,0
148957,0
148937,8761
148961,0
148951,1231
148991,0
148959,613
148997,0
148963,823
149011,0
149021,0
148999,4027
149027,0
149013,5519
149033,0
149053,0
149029,2099
149057,0
149041,1447
149059,0
149069,0
149077,0
149063,6481
149087,0
149071,11467
149099,0
149081,3467
149101,0
149091,49697
149111,0
149113,0
149103,16567
149119,0
149143,0
149117,3637
149153,0
149123,11471
149159,0
149161,0
149157,16573
149173,0
149183,0
149165,29833
149197,0
149179,619
149213,0
149185,29837
149239,0
149203,4813
149249,0
149217,49739
149251,0
149241,49747
149257,0
149269,0
149255,29851
149287,0
149261,21323
149297,0
149271,49757
149309,0
149291,443
149323,0
149299,863
149333,0
149311,8783
149341,0
149327,4817
149351,0
149335,29867
149371,0
149347,13577
149377,0
149353,641
149381,0
149375,239
149393,0
149399,0
149383,11491
149411,0
149395,29879
149417,0
149401,3049
149419,0
149423,0
149441,0
149421,49807
149459,0
149427,16603
149489,0
149449,751
149491,0
149461,11497
149497,0
149503,0
149493,49831
149519,0
149501,13591
149521,0
149507,3181
149531,0
149533,0
149525,5981
149543,0
149551,0
149537,653
149561,0
149563,0
149557,431
149579,0
149603,0
149567,13597
149623,0
149581,1481
149627,0
149605,29921
149629,0
149689,0
149711,0
149631,49877
149713,0
149693,1399
149717,0
149729,0
149731,0
149719,8807
149749,0
149759,0
149735,29947
149767,0
149757,49919
149771,0
149761,4831
149791,0
149769,1
149803,0
149777,7883
149827,0
149795,29959
149837,0
149807,21401
149839,0
149829,49943
149861,0
149867,0
149841,16649
149873,0
149893,0
149869,2053
149899,0
149879,2237
149909,0
149897,13627
149911,0
149903,887
149921,0
149939,0
149913,16657
149953,0
149923,8819
149969,0
149945,29989
149971,0
149957,8821
149993,0
150001,0
149973,49991
150011,0
149997,49999
150041,0
150053,0
150013,2239
150061,0
150047,661
150067,0
150055,30011
150077,0
150063,50021
150083,0
150069,50023
150089,0
150079,673
150091,0
150097,0
150107,0
150131,0
150099,50033
150151,0
150109,4057
150169,0
150137,11549
150193,0
150153,50051
150197,0
150173,571
150203,0
150209,0
150201,5563
150211,0
150207,50069
150217,0
150221,0
150223,0
150219,16691
150239,0
150247,0
150229,8837
150287,0
150299,0
150251,433
150301,0
150289,1097
150323,0
150329,0
150303,50101
150343,0
150327,16703
150373,0
150333,50111
150377,0
150349,599
150379,0
150383,0
150401,0
150407,0
150387,50129
150413,0
150403,113
150427,0
150409,21487
150431,0
150417,619
150439,0
150473,0
150433,8849
150497,0
150441,50147
150503,0
150477,50159
150517,0
150499,1
150523,0
150509,2551
150533,0
150521,21503
150551,0
150527,11579
150559,0
150539,179
150571,0
150557,13687
150583,0
150561,16729
150587,0
150577,439
150589,0
150607,0
150611,0
150593,3673
150617,0
150649,0
150613,7927
150659,0
150619,21517
150697,0
150653,1907
150707,0
150661,21523
150721,0
150701,4073
150743,0
150709,11593
150767,0
150723,16747
150769,0
150749,1187
150779,0
150791,0
150797,0
150781,1151
150827,0
150793,1493
150833,0
150799,13709
150847,0
150831,16759
150869,0
150845,30169
150881,0
150851,601
150883,0
150871,3079
150889,0
150893,0
150901,0
150907,0
150899,21557
150919,0
150903,23
150929,0
150911,659
150959,0
150923,4079
150961,0
150931,13721
150967,0
150979,0
150963,50321
150989,0
150971,677
150991,0
150983,21569
151007,0
151009,0
150999,50333
151013,0
151027,0
151049,0
151015,30203
151051,0
151031,7949
151057,0
151091,0
151055,30211
151121,0
151061,5209
151141,0
151093,1087
151153,0
151123,21589
151157,0
151147,523
151163,0
151169,0
151159,2129
151171,0
151189,0
151201,0
151175,6047
151213,0
151193,21599
151237,0
151205,30241
151241,0
151223,1559
151243,0
151247,0
151253,0
151273,0
151251,50417
151279,0
151259,419
151289,0
151277,21611
151303,0
151337,0
151291,21613
151339,0
151309,1823
151343,0
151357,0
151379,0
151345,30269
151381,0
151361,3089
151391,0
151397,0
151383,50461
151423,0
151393,13763
151429,0
151399,1499
151433,0
151427,929
151451,0
151471,0
151439,761
151477,0
151457,487
151483,0
151499,0
151479,16831
151507,0
151491,50497
151517,0
151523,0
151509,50503
151531,0
151519,547
151537,0
151529,21647
151549,0
151535,30307
151553,0
151539,50513
151561,0
151551,1871
151573,0
151559,4889
151579,0
151565,30313
151597,0
151577,3697
151603,0
151581,50527
151607,0
151609,0
151631,0
151637,0
151615,30323
151643,0
151633,2861
151651,0
151667,0
151647,50549
151673,0
151653,50551
151681,0
151687,0
151675,6067
151693,0
151703,0
151691,8923
151717,0
151699,5231
151729,0
151705,30341
151733,0
151721,877
151769,0
151771,0
151735,30347
151783,0
151787,0
151773,50591
151799,0
151813,0
151789,13799
151817,0
151801,11677
151841,0
151847,0
151819,967
151849,0
151843,479
151871,0
151883,0
151853,11681
151897,0
151873,5237
151901,0
151889,2267
151903,0
151909,0
151937,0
151907,21701
151939,0
151911,16879
151967,0
151969,0
151941,50647
152003,0
152017,0
151973,1831
152027,0
152011,2141
152029,0
152021,541
152039,0
152041,0
152037,1877
152063,0
152077,0
152049,50683
152081,0
152069,3709
152083,0
152093,0
152111,0
152087,11699
152123,0
152101,1709
152147,0
152113,11701
152183,0
152125,1217
152189,0
152149,653
152197,0
152203,0
152213,0
152199,1879
152219,0
152209,8011
152231,0
152239,0
152221,181
152249,0
152237,6619
152267,0
152245,30449
152287,0
152251,13841
152293,0
152275,6091
152297,0
152289,16921
152311,0
152363,0
152299,21757
152377,0
152319,50773
152381,0
152367,50789
152389,0
152379,16931
152393,0
152387,1571
152407,0
152417,0
152401,593
152419,0
152411,21773
152423,0
152429,0
152441,0
152443,0
152431,487
152459,0
152461,0
152447,971
152501,0
152519,0
152463,50821
152531,0
152503,11731
152533,0
152521,3547
152539,0
152563,0
152567,0
152543,1481
152597,0
152599,0
152569,5261
152617,0
152623,0
152601,50867
152629,0
152619,50873
152639,0
152641,0
152631,5653
152657,0
152671,0
152645,30529
152681,0
152659,11743
152717,0
152673,50891
152723,0
152683,2503
152729,0
152719,21817
152753,0
152727,50909
152767,0
152731,937
152777,0
152759,883
152783,0
152769,50923
152791,0
152809,0
152785,30557
152819,0
152793,5659
152821,0
152811,16979
152833,0
152837,0
152825,6113
152839,0
152843,0
152851,0
152857,0
152849,433
152879,0
152853,50951
152897,0
152861,4931
152899,0
152881,1
152909,0
152939,0
152903,1429
152941,0
152911,13901
152947,0
152953,0
152959,0
152951,3557
152981,0
152957,21851
152989,0
152963,1013
152993,0
152983,8999
153001,0
153059,0
153067,0
153003,51001
153071,0
153061,569
153073,0
153077,0
153089,0
153107,0
153079,3257
153113,0
153091,5279
153133,0
153137,0
153119,9007
153151,0
153191,0
153141,51047
153247,0
153155,30631
153259,0
153193,499
153269,0
153251,21893
153271,0
153261,17029
153277,0
153281,0
153275,6131
153287,0
153313,0
153283,907
153319,0
153297,17033
153337,0
153317,1103
153343,0
153325,6133
153353,0
153359,0
153347,1723
153371,0
153355,30671
153379,0
153367,1489
153407,0
153377,21911
153409,0
153383,941
153421,0
153427,0
153411,51137
153437,0
153423,17047
153443,0
153431,2161
153449,0
153441,5683
153457,0
153445,30689
153469,0
153451,887
153487,0
153467,83
153499,0
153471,51157
153509,0
153491,11807
153511,0
153503,21929
153521,0
153523,0
153515,30703
153529,0
153533,0
153557,0
153563,0
153535,30707
153589,0
153559,21937
153607,0
153565,30713
153611,0
153591,51197
153623,0
153609,51203
153641,0
153613,5297
153649,0
153625,1229
153689,0
153701,0
153651,51217
153719,0
153691,8089
153733,0
153707,547
153739,0
153721,443
153743,0
153737,3271
153749,0
153757,0
153763,0
153751,11827
153817,0
153761,859
153841,0
153767,8093
153871,0
153819,211
153877,0
153847,6689
153887,0
153875,1231
153889,0
153883,4159
153911,0
153913,0
153891,17099
153929,0
153941,0
153917,1033
153947,0
153931,2609
153949,0
153943,599
153953,0
153991,0
153997,0
153959,911
154001,0
154027,0
154043,0
154003,9059
154057,0
154029,51343
154061,0
154045,30809
154067,0
154073,0
154079,0
154069,3583
154081,0
154075,6163
154087,0
154097,0
154083,51361
154111,0
154091,22013
154127,0
154099,14009
154153,0
154117,673
154157,0
154129,1951
154159,0
154181,0
154183,0
154163,4973
154211,0
154213,0
154189,22027
154229,0
154243,0
154217,22031
154247,0
154233,17137
154267,0
154277,0
154249,2113
154279,0
154271,11867
154291,0
154303,0
154281,51427
154313,0
154293,51431
154321,0
154307,6709
154333,0
154317,51439
154339,0
154325,6173
154351,0
154337,8123
154369,0
154345,30869
154373,0
154355,30871
154387,0
154409,0
154379,487
154417,0
154391,2531
154423,0
154439,0
154419,51473
154459,0
154431,17159
154487,0
154441,22063
154493,0
154461,51487
154501,0
154523,0
154499,3593
154543,0
154503,17167
154571,0
154529,3769
154573,0
154547,9091
154579,0
154589,0
154577,467
154591,0
154587,1
154613,0
154619,0
154597,4987
154621,0
154617,51539
154643,0
154667,0
154625,1237
154669,0
154647,17183
154681,0
154691,0
154673,1129
154699,0
154685,30937
154723,0
154697,113
154727,0
154701,17189
154733,0
154747,0
154729,431
154753,0
154739,11903
154769,0
154751,9103
154787,0
154759,1279
154789,0
154777,22111
154799,0
154807,0
154793,8147
154823,0
154801,547
154841,0
154811,1039
154849,0
154827,17203
154871,0
154873,0
154853,9109
154877,0
154883,0
154897,0
154879,2539
154927,0
154885,30977
154933,0
154899,5737
154937,0
154931,22133
154943,0
154981,0
154939,3779
154991,0
154949,1741
155003,0
154987,3163
155009,0
154997,293
155017,0
155007,5741
155027,0
155011,409
155047,0
155019,51673
155069,0
155029,22147
155081,0
155049,51683
155083,0
155071,22153
155087,0
155119,0
155137,0
155093,5003
155153,0
155123,2543
155161,0
155139,51713
155167,0
155157,51719
155171,0
155163,51721
155191,0
155201,0
155173,8167
155203,0
155195,31039
155209,0
155219,0
155207,11939
155231,0
155213,577
155251,0
155223,5749
155269,0
155233,11941
155291,0
155255,31051
155299,0
155275,6211
155303,0
155293,1871
155317,0
155301,51767
155327,0
155307,51769
155333,0
155321,1223
155371,0
155329,9137
155377,0
155339,953
155381,0
155383,0
155387,0
155399,0
155413,0
155389,11953
155423,0
155401,8179
155443,0
155417,2129
155453,0
155425,6217
155461,0
155447,433
155473,0
155455,31091
155501,0
155467,11959
155509,0
155479,859
155521,0
155503,6761
155537,0
155513,3793
155539,0
155525,6221
155557,0
155569,0
155543,1427
155579,0
155559,51853
155581,0
155573,14143
155593,0
155599,0
