Number,First Prime
535727,0
535699,6781
535741,0
535713,178571
535751,0
535729,2539
535757,0
535771,0
535753,11399
535783,0
535759,76537
535793,0
535811,0
535787,76541
535849,0
535801,76543
535859,0
535813,4219
535861,0
535851,59539
535879,0
535919,0
535863,178621
535937,0
535881,178627
535939,0
535921,4091
535943,0
535957,0
535967,0
535949,18481
535973,0
535961,2777
535991,0
535999,0
535979,7549
536017,0
536023,0
536003,41231
536051,0
536021,17291
536057,0
536027,31531
536059,0
536053,76579
536069,0
536087,0
536063,48733
536099,0
536071,811
536101,0
536089,2341
536111,0
536141,0
536103,59567
536147,0
536113,821
536149,0
536143,1163
536189,0
536191,0
536153,23311
536203,0
536213,0
536197,31541
536219,0
536209,5309
536227,0
536215,107243
536233,0
536221,76603
536243,0
536229,59581
536267,0
536273,0
536247,19861
536279,0
536269,17299
536281,0
536287,0
536293,0
536311,0
536323,0
536297,18493
536353,0
536317,11411
536357,0
536327,48757
536377,0
536399,0
536359,2087
536407,0
536379,178793
536423,0
536441,0
536409,19867
536443,0
536437,48767
536447,0
536449,0
536453,0
536461,0
536451,178817
536467,0
536457,178819
536479,0
536491,0
536477,7349
536509,0
536483,1831
536513,0
536493,178831
536531,0
536533,0
536519,191
536561,0
536563,0
536539,953
536593,0
536609,0
536569,48779
536621,0
536597,12479
536633,0
536611,14503
536651,0
536623,7351
536671,0
536639,31567
536677,0
536653,41281
536687,0
536675,21467
536699,0
536681,1693
536717,0
536689,7559
536719,0
536709,178903
536729,0
536743,0
536721,178907
536749,0
536735,107347
536771,0
536747,1439
536773,0
536753,76679
536777,0
536779,0
536791,0
536801,0
536785,107357
536803,0
536793,178931
536839,0
536849,0
536807,1487
536857,0
536867,0
536853,178951
536869,0
536859,59651
536891,0
536909,0
536873,2089
536917,0
536893,10957
536923,0
536911,31583
536929,0
536919,178973
536933,0
536927,6469
536947,0
536931,59659
536953,0
536941,12487
536971,0
536951,17321
536989,0
536957,3863
536999,0
536983,8803
537001,0
536993,18517
537007,0
537011,0
537003,19889
537023,0
537029,0
537019,76717
537037,0
537025,21481
537041,0
537031,48821
537067,0
537039,59671
537071,0
537049,10133
537079,0
537091,0
537077,9103
537127,0
537083,4229
537133,0
537099,179033
537143,0
537131,76733
537157,0
537137,17327
537169,0
537151,1031
537181,0
537161,1103
537191,0
537171,179057
537197,0
537221,0
537193,1997
537233,0
537203,14519
537241,0
537223,13103
537269,0
537237,59693
537281,0
537245,107449
537287,0
537271,76753
537307,0
537331,0
537291,59699
537343,0
537311,941
537347,0
537333,179111
537373,0
537379,0
537357,179119
537401,0
537377,28283
537403,0
537389,2969
537413,0
537497,0
537409,3559
537527,0
537419,823
537547,0
537501,179167
537569,0
537529,1489
537583,0
537553,1913
537587,0
537571,17341
537599,0
537611,0
537589,3181
537637,0
537601,877
537661,0
537613,2729
537673,0
537639,179213
537679,0
537703,0
537677,10973
537709,0
537683,7573
537739,0
537707,1069
537743,0
537713,48883
537749,0
537769,0
537773,0
537751,2971
537781,0
537787,0
537777,59753
537793,0
537783,179261
537811,0
537841,0
537799,839
537847,0
537813,19919
537853,0
537843,179281
537877,0
537851,907
537883,0
537857,3109
537899,0
537881,17351
537913,0
537893,2143
537919,0
537905,107581
537941,0
537917,1123
537991,0
537923,6481
538001,0
537949,1697
538019,0
537995,107599
538049,0
538003,10151
538051,0
538025,21521
538073,0
538079,0
538053,179351
538093,0
538075,21523
538117,0
538081,8821
538121,0
538097,76871
538123,0
538119,59791
538127,0
538147,0
538151,0
538129,17359
538157,0
538149,179383
538159,0
538163,0
538199,0
538201,0
538169,31657
538247,0
538249,0
538205,107641
538259,0
538267,0
538283,0
538261,2551
538297,0
538271,31663
538301,0
538287,179429
538303,0
538299,19937
538309,0
538331,0
538333,0
538311,179437
538357,0
538367,0
538337,3613
538397,0
538359,179453
538399,0
538369,41413
538411,0
538423,0
538409,887
538457,0
538413,179471
538471,0
538427,10159
538481,0
538459,1279
538487,0
538477,1987
538511,0
538483,48953
538513,0
538491,179497
538519,0
538523,0
538529,0
538553,0
538561,0
538537,1627
538567,0
538557,179519
538579,0
538565,107713
538589,0
538571,4451
538597,0
538581,179527
538621,0
538591,23417
538649,0
538599,179533
538651,0
538623,19949
538697,0
538709,0
538657,10993
538711,0
538703,48973
538721,0
538723,0
538717,6053
538739,0
538751,0
538727,76961
538763,0
538741,76963
538771,0
538753,6491
538777,0
538767,59863
538789,0
538773,179591
538799,0
538779,179593
538801,0
538793,5231
538817,0
538823,0
538805,107761
538829,0
538819,7589
538841,0
538871,0
538831,14563
538877,0
538843,947
538921,0
538873,17383
538927,0
538879,48989
538931,0
538925,21557
538939,0
538943,0
538933,3617
538987,0
539003,0
538947,19961
539009,0
538991,2417
539039,0
539047,0
539013,179671
539089,0
539041,3307
539093,0
539051,1019
539101,0
539107,0
539099,49009
539111,0
539113,0
539129,0
539141,0
539117,2237
539153,0
539131,1217
539159,0
539147,11003
539167,0
539157,179719
539171,0
539161,77023
539207,0
539219,0
539173,5039
539233,0
539209,49019
539237,0
539221,3571
539261,0
539267,0
539243,3229
539269,0
539263,12541
539293,0
539303,0
539271,19973
539309,0
539297,4457
539311,0
539321,0
539323,0
539317,1423
539339,0
539347,0
539329,77047
539351,0
539341,49031
539389,0
539401,0
539353,28387
539447,0
539393,31729
539449,0
539403,179801
539479,0
539501,0
539453,919
539503,0
539481,179827
539507,0
539509,0
539533,0
539573,0
539515,107903
539621,0
539537,1601
539629,0
539579,2377
539633,0
539627,49057
539639,0
539641,0
539635,107927
539653,0
539663,0
539647,1409
539677,0
539657,28403
539687,0
539669,41513
539711,0
539681,1907
539713,0
539689,7393
539723,0
539729,0
539717,1181
539743,0
539725,21589
539761,0
539731,1447
539783,0
539747,41519
539797,0
539767,31751
539837,0
539789,8849
539839,0
539807,6833
539843,0
539849,0
539841,179947
539863,0
539881,0
539853,179951
539897,0
539867,14591
539899,0
539887,2713
539921,0
539947,0
539905,107981
539993,0
539927,17417
540041,0
539953,8059
540061,0
539995,107999
540079,0
540047,5347
540101,0
540065,108013
540119,0
540083,1109
540121,0
540103,1993
540139,0
540149,0
540129,180043
540157,0
540143,1283
540167,0
540151,28429
540173,0
540159,180053
540179,0
540169,77167
540181,0
540187,0
540203,0
540185,108037
540217,0
540191,3943
540233,0
540205,108041
540251,0
540219,180073
540269,0
540271,0
540257,13177
540283,0
540301,0
540275,21611
540307,0
540287,49117
540343,0
540305,108061
540347,0
540313,4957
540349,0
540367,0
540373,0
540353,49123
540377,0
540369,60041
540383,0
540389,0
540391,0
540433,0
540437,0
540395,108079
540461,0
540469,0
540439,6841
540509,0
540467,12569
540511,0
540473,18637
540517,0
540539,0
540513,6673
540541,0
540521,8861
540557,0
540559,0
540543,180181
540577,0
540587,0
540563,2243
540599,0
540581,5573
540611,0
540593,2801
540613,0
540601,1549
540619,0
540629,0
540677,0
540621,20023
540679,0
540633,180211
540689,0
540691,0
540697,0
540703,0
540693,60077
540713,0
540699,180233
540751,0
540707,23509
540769,0
540717,180239
540773,0
540761,41597
540779,0
540781,0
540777,180259
540803,0
540809,0
540783,20029
540823,0
540805,108161
540851,0
540811,12577
540863,0
540827,77261
540871,0
540859,49169
540877,0
540867,180289
540901,0
540875,4327
540907,0
540881,49171
540961,0
540989,0
540909,60101
541001,0
540963,60107
541007,0
540993,180331
541027,0
541003,7411
541049,0
541011,180337
541061,0
541031,6079
541087,0
541055,108211
541097,0
541063,28477
541129,0
541091,7621
541133,0
541103,2833
541141,0
541153,0
541137,180379
541181,0
541143,60127
541193,0
541157,4789
541201,0
541183,10211
541217,0
541197,60133
541231,0
541207,9173
541237,0
541219,77317
541249,0
541235,108247
541267,0
541239,180413
541271,0
541251,60139
541283,0
541269,20047
541301,0
541273,14629
541309,0
541297,1873
541339,0
541303,11047
541349,0
541311,180437
541361,0
541341,60149
541363,0
541351,23537
541369,0
541381,0
541367,28493
541391,0
541373,77339
541417,0
541389,180463
541439,0
541393,11519
541447,0
541419,180473
541469,0
541441,7417
541483,0
541449,60161
541507,0
541473,180491
541511,0
541491,180497
541523,0
541509,180503
541529,0
541513,77359
541531,0
541525,21661
541537,0
541543,0
541533,180511
541547,0
541549,0
541571,0
541577,0
541553,2749
541579,0
541573,1103
541589,0
541613,0
541583,77369
541631,0
541591,1429
541657,0
541617,180539
541661,0
541639,77377
541669,0
541693,0
541699,0
541679,9181
541711,0
541697,41669
541721,0
541701,20063
541727,0
541715,108343
541759,0
541763,0
541729,1999
541771,0
541777,0
541769,11527
541781,0
541799,0
541817,0
541783,49253
541831,0
541809,6689
541837,0
541819,10223
541859,0
541889,0
541841,31873
541901,0
541861,79
541927,0
541891,11059
541951,0
541903,23561
541967,0
541931,41687
541987,0
541953,60217
541991,0
541969,1453
541993,0
541999,0
542021,0
541997,1553
542023,0
542001,180667
542027,0
542053,0
542063,0
542029,859
542071,0
542057,4973
542081,0
542065,108413
542083,0
542075,21683
542093,0
542111,0
542117,0
542099,6091
542119,0
542123,0
542131,0
542141,0
542125,4337
542149,0
542137,193
542153,0
542147,31891
542167,0
542183,0
542159,17489
542189,0
542173,1171
542197,0
542207,0
542193,180731
542219,0
542201,4481
542237,0
542209,4139
542251,0
542221,17491
542261,0
542247,180749
542263,0
542253,180751
542281,0
542293,0
542267,49297
542299,0
542285,108457
542323,0
542297,77471
542371,0
542303,2389
542401,0
542327,5591
542441,0
542375,4339
542447,0
542403,20089
542461,0
542443,4483
542467,0
542449,1511
542483,0
542489,0
542473,8893
542497,0
542485,108497
542519,0
542491,2251
542533,0
542513,4801
542537,0
542525,21701
542539,0
542551,0
542557,0
542541,180847
542567,0
542579,0
542563,77509
542587,0
542569,2063
542599,0
542581,41737
542603,0
542591,77513
542683,0
542601,60289
542687,0
542609,7433
542693,0
542713,0
542689,77527
542719,0
542699,1367
542723,0
542747,0
542721,180907
542761,0
542727,20101
542771,0
542749,3457
542783,0
542765,108553
542791,0
542777,23599
542797,0
542785,108557
542821,0
542831,0
542801,77543
542837,0
542825,21713
542873,0
542833,839
542891,0
542843,77549
542911,0
542877,180959
542921,0
542893,41761
542923,0
542917,3251
542933,0
542939,0
542947,0
542935,108587
542951,0
542941,77563
542981,0
542987,0
542953,3331
542999,0
542983,77569
543017,0
542989,6101
543019,0
543001,28579
543029,0
543061,0
543023,41771
543097,0
543031,1879
543113,0
543067,11083
543131,0
543101,41777
543139,0
543117,181039
543143,0
543137,77591
543149,0
543157,0
543161,0
543155,108631
543163,0
543159,20117
543187,0
543203,0
543169,1
543217,0
543189,181063
543223,0
543209,13249
543227,0
543233,0
543241,0
543229,28591
543253,0
543239,5077
543259,0
543243,181081
543281,0
543287,0
543261,181087
543289,0
543299,0
543307,0
543293,907
543311,0
543301,49391
543313,0
543341,0
543349,0
543317,1747
543353,0
543343,28597
543359,0
543379,0
543357,60373
543383,0
543369,181123
543407,0
543427,0
543385,108677
543463,0
543409,10253
543497,0
543429,6709
543503,0
543467,23629
543509,0
543499,49409
543539,0
543551,0
543511,1291
543553,0
543541,31973
543593,0
543601,0
543557,11093
543607,0
543597,181199
543611,0
543603,181201
543617,0
543637,0
543613,77659
543659,0
543619,13259
543661,0
543639,181213
543671,0
543679,0
543667,5081
543689,0
543673,3217
543703,0
543707,0
543691,3463
543713,0
543769,0
543709,17539
543773,0
543717,60413
543787,0
543791,0
543775,21751
543793,0
543797,0
543811,0
543827,0
543799,28621
543841,0
543817,787
543853,0
543831,181277
543857,0
543843,60427
543859,0
543871,0
543877,0
543861,20143
543883,0
543887,0
543889,0
543901,0
543911,0
543891,181297
543929,0
543903,181301
543967,0
543913,28627
543971,0
543941,4283
543997,0
543969,20147
544001,0
543977,77711
544007,0
544009,0
544003,823
544013,0
544021,0
544031,0
544015,108803
544097,0
544023,20149
544099,0
544033,77719
544109,0
544123,0
544105,108821
544129,0
544113,60457
544133,0
544127,647
544139,0
544171,0
544135,108827
544177,0
544147,2069
544183,0
544175,21767
544199,0
544223,0
544189,977
544259,0
544201,77743
544273,0
544227,181409
544277,0
544261,1483
544279,0
544367,0
544373,0
544283,757
544399,0
544371,181457
544403,0
544377,181459
544429,0
544451,0
544405,108881
544471,0
544433,23671
544477,0
544457,809
544487,0
544473,60497
544501,0
544481,77783
544513,0
544489,49499
544517,0
544503,181501
544543,0
544549,0
544519,1109
544601,0
544613,0
544553,863
544627,0
544607,77801
544631,0
544615,108923
544651,0
544667,0
544633,3469
544699,0
544657,3607
544717,0
544669,8929
544721,0
544703,4289
544723,0
544727,0
544757,0
544759,0
544729,6563
544771,0
544781,0
544763,17573
544793,0
544779,20177
544807,0
544783,7673
544813,0
544795,108959
544837,0
544809,181603
544861,0
544819,49529
544877,0
544841,49531
544879,0
544867,32051
544883,0
544889,0
544897,0
544903,0
544891,4999
544919,0
544927,0
544907,49537
544937,0
544961,0
544931,13291
544963,0
544941,20183
544979,0
545023,0
544967,919
545029,0
544981,2011
545033,0
545027,227
545057,0
545063,0
545039,49549
545087,0
545059,11597
545089,0
545065,109013
545093,0
545117,0
545131,0
545099,2767
545141,0
545119,1301
545143,0
545133,181711
545161,0
545189,0
545147,1259
545203,0
545163,181721
545213,0
545191,3659
545231,0
545239,0
545217,181739
545257,0
545233,41941
545267,0
545243,28697
545291,0
545263,2027
545329,0
545269,14737
545371,0
545293,77899
545387,0
545331,181777
545429,0
545373,6733
545437,0
545389,41953
545443,0
545431,5623
545449,0
545439,181813
545473,0
545477,0
545453,2341
545483,0
545497,0
545521,0
545485,109097
545527,0
545499,60611
545533,0
545525,21821
545543,0
545531,77933
545549,0
545537,23719
545551,0
545579,0
545599,0
545553,60617
545609,0
545591,5297
545617,0
545603,1619
545621,0
545613,181871
545641,0
545619,181873
545647,0
545627,12689
545651,0
545663,0
545711,0
545653,6907
545723,0
545665,109133
545731,0
545719,4297
545747,0
545729,1487
545749,0
545733,60637
545759,0
545773,0
545753,41981
545789,0
545761,1361
545791,0
545777,7687
545827,0
545843,0
545793,181931
545863,0
545829,181943
545873,0
545845,109169
545893,0
545869,1009
545899,0
545879,17609
545911,0
545897,49627
545917,0
545901,181967
545929,0
545913,20219
545933,0
545921,1889
545939,0
545931,60659
545947,0
545959,0
545943,181981
546001,0
545949,60661
546017,0
545963,49633
546019,0
546005,109201
546031,0
546047,0
546023,32119
546053,0
546033,182011
546067,0
546049,78007
546071,0
546055,109211
546097,0
546101,0
546073,4513
546103,0
546109,0
546137,0
546107,5407
546149,0
546111,60679
546151,0
546141,182047
546173,0
546179,0
546163,9257
546197,0
546177,182059
546211,0
546181,23747
546233,0
546199,5011
546239,0
546217,78031
546241,0
546237,20231
546253,0
546263,0
546247,42019
546283,0
546257,3271
546289,0
546265,109253
546317,0
546287,78041
546323,0
546291,20233
546341,0
546319,23753
546349,0
546327,60703
546353,0
546343,78049
546361,0
546367,0
546359,49669
546373,0
546391,0
546369,182123
546461,0
546379,14767
546467,0
546393,182131
546479,0
546463,1489
546509,0
546471,60719
546523,0
546485,109297
546547,0
546515,109303
546569,0
546527,14771
546583,0
546551,7487
546587,0
546571,13331
546599,0
546613,0
546589,10313
546617,0
546603,182201
546619,0
546631,0
546643,0
546625,4373
546661,0
546633,60737
546671,0
546647,827
546677,0
546667,49697
546683,0
546673,971
546691,0
546709,0
546719,0
546697,7489
546731,0
546713,5413
546739,0
546723,20249
546781,0
546841,0
546743,8963
546859,0
546783,182261
546863,0
546847,78121
546869,0
546881,0
546867,60763
546893,0
546875,7
546919,0
546883,1567
546937,0
546895,109379
546943,0
546923,42071
546947,0
546941,32173
546961,0
546967,0
546949,42073
546977,0
547007,0
546971,14783
547021,0
546979,3671
547037,0
547011,60779
547061,0
547023,182341
547087,0
547039,1933
547093,0
547067,28793
547097,0
547091,5113
547103,0
547121,0
547099,78157
547133,0
547109,8969
547139,0
547123,2593
547171,0
547137,60793
547223,0
547141,78163
547229,0
547177,5641
547237,0
547241,0
547231,8971
547249,0
547271,0
547247,32191
547273,0
547251,182417
547291,0
547301,0
547277,3673
547321,0
547293,182431
547357,0
547303,2081
547361,0
547325,21893
547363,0
547359,182453
547369,0
547373,0
547367,17657
547387,0
547397,0
547379,11171
547399,0
547389,60821
547411,0
547441,0
547401,182467
547453,0
547413,182471
547471,0
547447,28813
547483,0
547457,8171
547487,0
547477,11173
547493,0
547499,0
547489,14797
547501,0
547513,0
547529,0
547507,5023
547537,0
547517,3359
547559,0
547531,983
547567,0
547541,2837
547577,0
547583,0
547571,1051
547601,0
547579,9281
547609,0
547585,109517
547619,0
547603,78229
547627,0
547611,182537
547639,0
547621,32213
547643,0
547631,78233
547661,0
547641,6761
547663,0
547647,182549
547681,0
547709,0
547667,2131
547727,0
547683,182561
547741,0
547717,6599
547747,0
547731,60859
547753,0
547763,0
547749,20287
547769,0
547759,5647
547787,0
547817,0
547771,1597
547819,0
547793,2273
547823,0
547831,0
547821,60869
547849,0
547829,2083
547853,0
547835,109567
547871,0
547851,182617
547889,0
547861,10337
547901,0
547873,3677
547909,0
547891,3167
547951,0
547903,28837
547957,0
547913,1579
547999,0
548003,0
547959,182653
548039,0
548001,60889
548059,0
548011,7507
548069,0
548041,42157
548083,0
548061,182687
548089,0
548071,18899
548099,0
548087,3491
548117,0
548091,60899
548123,0
548101,1409
548143,0
548153,0
548125,877
548189,0
548147,5651
548201,0
548159,23833
548213,0
548195,109639
548221,0
548203,1871
548227,0
548217,60913
548239,0
548225,21929
548243,0
548231,1951
548263,0
548241,182747
548291,0
548253,60917
548309,0
548267,32251
548323,0
548299,1627
548347,0
548311,1249
548351,0
548327,42179
548363,0
548371,0
548353,42181
548393,0
548365,109673
548399,0
548377,14821
548407,0
548417,0
548423,0
548409,182803
548441,0
548419,18911
548453,0
548425,21937
548459,0
548447,1117
548461,0
548489,0
548501,0
548463,182821
548503,0
548491,2039
548519,0
548521,0
548507,6163
548533,0
548543,0
548531,5431
548557,0
548567,0
548549,28871
548579,0
548561,42197
548591,0
548569,78367
548623,0
548581,49871
548629,0
548593,18917
548657,0
548627,1049
548671,0
548633,3947
548677,0
548659,2417
548687,0
548693,0
548679,182893
548707,0
548689,1753
548719,0
548697,182899
548749,0
548711,23857
548753,0
548721,20323
548761,0
548771,0
548755,109751
548783,0
548763,182921
548791,0
548773,1091
548827,0
548787,182929
548831,0
548797,8191
548833,0
548829,20327
548837,0
548843,0
548851,0
548839,1433
548861,0
548869,0
548857,1201
548893,0
548897,0
548871,182957
548903,0
548909,0
548899,42223
548927,0
548907,182969
548953,0
548917,17707
548957,0
548937,251
548963,0
549001,0
548959,4007
549011,0
548965,109793
549013,0
549007,11681
549019,0
549023,0
549037,0
549071,0
549025,21961
549089,0
549047,811
549091,0
549073,78439
549097,0
549121,0
549095,109819
549139,0
549099,6779
549149,0
549123,183041
549161,0
549141,183047
549163,0
549151,32303
549167,0
549169,0
549193,0
549203,0
549173,653
549221,0
549197,49927
549229,0
549205,109841
549247,0
549223,1789
549257,0
549235,109847
549259,0
549251,5039
549281,0
549313,0
549261,6781
549319,0
549293,4861
549323,0
549317,2027
549331,0
549379,0
549329,49939
549391,0
549337,857
549403,0
549383,11689
549421,0
549397,6173
549431,0
549407,2089
549443,0
549425,21977
549449,0
549433,2789
549481,0
549503,0
549453,183151
549509,0
549485,109897
549511,0
549517,0
549533,0
549513,61057
549547,0
549527,49957
549551,0
549539,23893
549553,0
549569,0
549587,0
549557,10369
549589,0
549573,183191
549607,0
549623,0
549595,109919
549641,0
549609,183203
549643,0
549625,4397
549649,0
549667,0
549683,0
549653,42281
549691,0
549671,9011
549701,0
549685,109937
549707,0
549693,20359
549713,0
549719,0
549733,0
549715,109943
549737,0
549721,2281
549739,0
549749,0
549751,0
549741,183247
549767,0
549817,0
549757,3253
549833,0
549773,78539
549839,0
549819,61091
549863,0
549877,0
549847,17737
549883,0
549867,183289
549911,0
549881,953
549937,0
549887,42299
549943,0
549919,6961
549949,0
549977,0
549947,11701
549979,0
549951,183317
550007,0
550009,0
549983,78569
550027,0
550049,0
550013,12791
550061,0
550029,183343
550063,0
550051,977
550073,0
550111,0
550071,6791
550117,0
550075,22003
550127,0
550115,110023
550129,0
550119,183373
550139,0
550163,0
550131,183377
550169,0
550141,2467
550177,0
550167,183389
550181,0
550171,32363
550189,0
550211,0
550187,4547
550213,0
550191,183397
550241,0
550267,0
550217,18973
550279,0
550243,2851
550283,0
550269,61141
550289,0
550309,0
550337,0
550295,110059
550351,0
550311,183437
550369,0
550339,757
550379,0
550353,183451
550427,0
550377,61153
550439,0
550381,42337
550441,0
550429,4549
550447,0
550457,0
550469,0
550453,1663
550471,0
550461,183487
550489,0
550513,0
550477,32381
550519,0
550491,183497
550531,0
550517,50047
550541,0
550521,61169
550553,0
550533,183511
550577,0
550543,78649
550607,0
550559,5051
550609,0
550581,183527
550621,0
550631,0
550611,20393
550637,0
550625,881
550651,0
550633,2767
550657,0
550645,110129
550661,0
550663,0
550679,0
550691,0
550667,42359
550703,0
550687,1453
550717,0
550699,11717
550721,0
550707,183569
550733,0
550757,0
550723,10391
550763,0
550741,5347
550789,0
550759,50069
550801,0
550769,9029
550811,0
550793,11719
550813,0
550805,110161
550831,0
550841,0
550817,32401
550843,0
550833,183611
550859,0
550861,0
550847,50077
550903,0
550909,0
550871,6637
550937,0
550907,11243
550939,0
550911,183637
550951,0
550961,0
550949,78707
550969,0
550957,50087
550973,0
550967,14891
550993,0
550997,0
550975,22039
551003,0
551017,0
551027,0
551007,61223
551039,0
551021,32413
551059,0
551029,19001
551063,0
551043,6803
551069,0
551093,0
551099,0
551071,1579
551107,0
551097,20411
551113,0
551101,4877
551129,0
551111,50101
551143,0
551119,9341
551179,0
551137,1439
551197,0
551147,10399
551207,0
551183,6977
551219,0
551201,1607
551231,0
551233,0
551221,50111
551269,0
551281,0
551237,9343
551297,0
551273,17783
551311,0
551283,183761
551321,0
551299,11251
551339,0
551317,42409
551347,0
551323,29017
551363,0
551345,110269
551381,0
551349,61261
551387,0
551365,110273
551407,0
551423,0
551389,12823
551443,0
551413,3967
551461,0
551427,183809
551483,0
551447,251
551489,0
551467,78781
551503,0
551487,183829
551519,0
551491,13451
551539,0
551509,78787
551543,0
551521,17791
551549,0
551557,0
551547,61283
551569,0
551555,110311
551581,0
551563,23981
551587,0
551575,22063
551597,0
551651,0
551591,9349
551653,0
551605,110321
551659,0
551671,0
551657,6983
551689,0
551663,78809
551693,0
551673,61297
551713,0
551717,0
551695,110339
551723,0
551729,0
551721,183907
551731,0
551743,0
551753,0
551737,13457
551767,0
551749,50159
551773,0
551757,183919
551801,0
551809,0
551777,1667
551813,0
551807,7559
551843,0
551849,0
551821,1229
551861,0
551847,183949
551909,0
551851,2309
551911,0
551863,42451
551917,0
551927,0
551913,183971
551933,0
551919,183973
551951,0
551959,0
551937,183979
551963,0
551953,7561
551981,0
551961,20443
552001,0
551971,78853
552011,0
551983,13463
552029,0
552009,184003
552031,0
552017,17807
552047,0
552053,0
552037,2099
552059,0
552051,61339
552089,0
552091,0
552061,1993
552103,0
552107,0
552093,184031
552113,0
552127,0
552137,0
552117,184039
552179,0
552129,184043
552193,0
552139,78877
552217,0
552185,110437
552239,0
552197,29063
552241,0
552219,184073
552259,0
552263,0
552243,184081
552271,0
552261,184087
552283,0
552267,61363
552301,0
552275,22091
552317,0
552287,1153
552341,0
552307,78901
552353,0
552319,919
552379,0
552347,32491
552397,0
552359,1193
552401,0
552383,42491
552403,0
552399,184133
552469,0
552473,0
552407,3389
552481,0
552471,184157
552491,0
552479,19051
552493,0
552487,42499
552511,0
552523,0
552497,50227
552527,0
552515,110503
552553,0
552581,0
552529,24023
552583,0
552557,13477
552589,0
552611,0
552587,78941
552649,0
552597,184199
552659,0
552613,2293
552677,0
552703,0
552661,1319
552707,0
552679,12853
552709,0
552731,0
552749,0
552715,110543
552751,0
552733,3391
552757,0
552787,0
552753,61417
552791,0
552763,6997
552793,0
552809,0
552821,0
552799,3271
552833,0
552813,184271
552841,0
552829,7573
552847,0
552835,110567
552859,0
552845,110569
552883,0
552853,78979
552887,0
552863,6661
552899,0
552913,0
552889,9371
552917,0
552901,839
552971,0
552983,0
552919,29101
552991,0
552973,1283
553013,0
552985,110597
553037,0
552997,5701
553043,0
553015,110603
553051,0
553039,14947
553057,0
553045,110609
553067,0
553053,184351
553073,0
553061,32533
553093,0
553097,0
553075,22123
553099,0
553103,0
553123,0
553139,0
553107,184369
553141,0
553127,24049
553153,0
553171,0
553145,110629
553181,0
553157,50287
553193,0
553177,5477
553207,0
553183,863
553211,0
553199,2437
553229,0
553249,0
553217,79031
553253,0
553235,110647
553277,0
553251,184417
553279,0
553255,110651
553309,0
553351,0
553283,1087
553363,0
553313,6217
553369,0
553411,0
553417,0
553373,197
553433,0
553439,0
553421,50311
553447,0
553437,61493
553457,0
553441,79063
553463,0
553451,29129
553471,0
553459,13499
553481,0
553467,184489
553507,0
553473,6833
553513,0
553489,29131
553517,0
553529,0
553543,0
553519,11777
553549,0
553531,50321
553561,0
553547,1423
553573,0
553551,184517
553583,0
553563,61507
553589,0
553577,2297
553591,0
553601,0
553607,0
553599,61511
553627,0
553603,29137
553643,0
553609,79087
553649,0
553633,24071
553667,0
553645,110729
553681,0
553651,11299
553687,0
553669,6221
553699,0
553703,0
553689,20507
553727,0
553701,184567
553733,0
553713,184571
553747,0
553731,184577
553757,0
553739,3527
553759,0
553751,50341
553769,0
553789,0
553765,110753
553811,0
553771,24077
553837,0
553793,29147
553849,0
553821,184607
553867,0
553841,2377
553873,0
553853,14969
553897,0
553901,0
553879,823
553919,0
553899,184633
553921,0
553907,29153
553933,0
553961,0
553923,61547
553963,0
553937,1543
553981,0
553991,0
553967,5711
554003,0
554011,0
553993,50363
554017,0
554007,184669
554051,0
554077,0
554023,8269
554087,0
554053,3529
554089,0
554079,184693
554117,0
554123,0
554093,24091
554129,0
554119,3203
554137,0
554167,0
554131,3719
554171,0
554143,7591
554179,0
554189,0
554173,29167
554207,0
554181,184727
554209,0
554199,184733
554233,0
554237,0
554213,50383
554263,0
554269,0
554239,11311
554293,0
554267,79181
554299,0
554273,3319
554303,0
554317,0
554347,0
554309,79187
554377,0
554321,3671
554383,0
554351,79193
554417,0
554381,6229
554419,0
554387,32611
554431,0
554447,0
554423,9397
554453,0
554437,42649
554467,0
554503,0
554459,251
554527,0
554469,184823
554531,0
554507,24109
554569,0
554529,184843
554573,0
554533,11317
554597,0
554611,0
554577,184859
554627,0
554599,24113
554633,0
554615,110923
554639,0
554629,29191
554641,0
554635,110927
554663,0
554669,0
554643,61627
554677,0
554665,110933
554699,0
554671,42667
554707,0
554679,61631
554711,0
554703,184901
554731,0
554709,184903
554747,0
554713,4049
554753,0
554733,61637
554759,0
554767,0
554755,110951
554779,0
554761,32633
554789,0
554769,761
554791,0
554783,24121
554797,0
554803,0
554821,0
554801,42677
554833,0
554809,1103
554837,0
554823,20549
554839,0
554843,0
554849,0
554887,0
554845,110969
554891,0
554851,50441
554893,0
554899,0
554923,0
554927,0
554901,184967
554951,0
554959,0
554929,11807
554969,0
554953,79279
554977,0
555029,0
554971,29209
555041,0
554979,184993
555043,0
555031,19139
555053,0
555073,0
555049,50459
555077,0
555057,61673
555083,0
555091,0
555081,185027
555097,0
555089,19141
555109,0
555119,0
555101,32653
555143,0
555113,42701
555167,0
555121,11329
555209,0
555145,111029
555221,0
555169,113
555251,0
555211,11813
555253,0
555223,5189
555257,0
555277,0
555287,0
555265,111053
555293,0
555281,10477
555301,0
555307,0
555297,185099
555337,0
555349,0
555311,7607
555361,0
555341,3407
555383,0
555353,6691
555391,0
555367,9413
555419,0
555389,29231
555421,0
555393,185131
555439,0
555461,0
555431,12917
555487,0
555443,79349
555491,0
555463,2213
555521,0
555523,0
555497,8291
555557,0
555589,0
555531,185177
555593,0
